country,year,intrastate_deaths,civilian_deaths,state-sponsored religion index,Region,Diversity_rank,RDI_score,Diveristy_level,Buddhists,Christians,Hindus,Jews,Muslims,Other_Religions,Religiously_Unaffiliated,majority_religion,hierarchy,exclusivity,collectivism,political_theology,pluralism_tolerance
Afghanistan,2007,6911,561,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2008,5552,655,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2009,6341,947,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2010,6864,988,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2011,7403,897,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2012,7690,845,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2013,8056,865,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2014,12294,663,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2015,17303,723,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2016,17987,729,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2017,19014,762,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2018,25696,1306,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2019,29940,1379,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2020,20489,1305,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2021,35787,1162,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2022,926,83,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2023,237,21,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Afghanistan,2024,210,52,2.0,Asia-Pacific,200.0,0.032174885,Very low,0.020000853,0.019379199,0.00012829648,2.5659296e-05,99.861969,0.090042546,0.0084565645,Muslims,4,4,5,5,2
Albania,1999,26,2,0.0,Europe,61.0,4.7514939,Moderate,0.00015821807,17.815659,0.00070793473,0.010049576,74.507225,0.013315931,7.6528878,Muslims,4,4,5,5,2
Algeria,1990,1,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1991,34,1,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1992,274,5,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1993,800,11,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1994,1916,18,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1995,3008,15,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1996,1084,2,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1997,1403,6,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1998,3032,14,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,1999,1040,18,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2000,947,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2001,642,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2002,539,10,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2003,670,14,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2004,410,5,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2005,217,11,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2006,255,10,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2007,472,8,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2008,339,52,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2009,505,14,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2010,236,10,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2011,267,8,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2012,256,15,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2013,169,1,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2014,111,1,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2015,110,1,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2016,89,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2017,77,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2018,33,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2019,14,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2020,28,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2021,18,5,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2022,14,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2023,1,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Algeria,2024,3,0,2.0,Middle East-North Africa,182.0,0.37242523,Very low,0.015000784,0.29498956,0.0,0.00012998551,98.382347,0.041328549,1.2662071,Muslims,4,4,5,5,2
Angola,1989,2810,234,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1990,2558,140,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1991,516,212,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1992,2346,26,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1993,12054,417,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1994,3974,269,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1995,191,9,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1996,31,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1997,51,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1998,1087,111,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,1999,2272,71,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2000,951,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2001,1125,9,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2002,521,39,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2003,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2004,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2005,8,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2006,3,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2007,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2008,4,1,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2009,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2010,7,3,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2011,1,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2013,2,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2014,0,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2015,1,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2016,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2017,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2018,1,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2019,25,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2020,21,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2022,20,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2023,0,0,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Angola,2024,25,2,0.0,Sub-Saharan Africa,143.0,1.5223813,Low,0.0023931684,93.044708,0.0092735281,0.0011965842,0.255656,0.57196772,6.1148081,Christians,4,4,3,3,3
Argentina,1992,0,0,2.0,Latin America-Caribbean,118.0,2.4368269,Moderate,0.031062232,88.453941,0.0025738536,0.38497812,0.92919636,0.96533829,9.2329092,Christians,4,4,3,3,3
Armenia,1992,85,44,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,1993,37,17,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,1994,30,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,1995,7,1,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2005,1,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2006,2,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2012,9,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2013,1,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2015,9,5,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2016,4,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2018,1,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2019,2,1,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2020,10,5,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2021,10,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2022,154,2,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Armenia,2023,20,0,0.0,Asia-Pacific,171.0,0.61517316,Very low,0.010692867,97.312691,0.0074850074,0.0035642891,0.26675764,1.2209328,1.1778806,Christians,4,4,3,3,3
Australia,2018,1,0,0.0,Asia-Pacific,9.0,6.9899096,High,2.6115515,46.750423,2.963423,0.42041209,3.5031476,1.4070219,42.344021,Christians,4,4,3,3,3
Azerbaijan,1991,35,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1992,2082,146,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1993,1194,56,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1994,1489,10,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1995,55,7,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1996,5,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1997,29,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1998,34,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,1999,18,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2000,13,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2001,6,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2004,8,3,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2005,24,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2006,5,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2007,12,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
Azerbaijan,2008,30,0,0.0,Asia-Pacific,157.0,1.1712245,Low,0.0020418181,0.41967309,0.0068060611,0.084269956,94.727257,0.0,4.7599525,Muslims,4,4,5,5,2
